1,bring,…を持ってくる,0
2,double,2倍の・二重の,0
3,finish,…を終える,0
4,listen,聞く,0
5,put,…を置く,0
6,special,特別の,0
7,use,…を使う・使用・利便性,0
8,wide,幅の広い,0
9,heavy,重い,0
10,shut,…を閉める,0
11,cry,泣く・叫ぶ,0
12,active,活動的な,0
13,fall,落ちる・秋,0
14,perfect,完全な,0
15,teach,…を教える,0
16,write,…を書く,0
17,low,低い,0
18,full,いっぱいの,0
19,believe,…を信じる,0
20,dangerous,危険な,0
21,pull,…を引っ張る,0
22,push,…を押す,0
23,safe,安全な・金庫,0
24,hear,…が聞こえる,0
25,early,早い・早く,0
26,help,…を手伝う・助け,0
27,smile,ほほ笑む・ほほ笑み,0
28,TRUE,真実の,0
29,until,～まで,0
30,wake,目が覚める,0
31,million,百万の・百万,0
32,funny,おかしい・滑稽な,0
33,dress,…に服を着せる・衣服,0
34,difficult,難しい,0
35,foolish,愚かな,0
36,learn,…を学ぶ,0
37,receive,…を受け取る,0
38,stay,とどまる,0
39,forward,前方へ・前方に,0
40,company,仲間・同席・会社,0
41,advice,忠告,0
42,fat,太った,0
43,narrow,狭い,0
44,work,働く・仕事,0
45,swim,泳ぐ,0
46,fill,…をいっぱいにする,0
47,dozen,ダース,0
48,laugh,笑う,0
49,mix,…を混ぜる,0
50,try,試みる,0
51,wash,…を洗う,0
52,feel,…を感じる・…と思う,0
53,march,行進する・行進・マーチ,0
54,burn,…を燃やす・燃える,0
55,fortunate,幸運な,0
56,dirty,汚れた・汚い,0
57,wish,"…を願う・…を望む・
願い・希望",0
58,thank,…に感謝する,0
59,round,丸い,0
60,local,その地方の ・土地の,0
61,careless,不注意な,0
62,ill,病気の,0
63,because,…だから・…なので,0
64,nobody,誰も～ない,0
65,shoot,…を撃つ,0
66,blind,目の見えない,0
67,usual,いつもの,0
68,beyond,…の向こうに,0
69,relax,…をくつろがせる,0
70,ask,…を尋ねる,0
71,turn,…を回す・曲がる・…になる・…に変わる・回転・順番,0
72,act,行動する,0
73,catch,…を捕まえる,0
74,become,…になる,0
75,wear,…を身につけている,0
76,dream,…を夢見る・夢を見る・夢,0
77,find,…を見つける,0
78,take,…を手に取る・（時間や労力が）かかる・…を連れていく,0
79,move,動く・引っ越す・…を感動させる,0
80,see,…を見る・…に会う,0
81,succeed,"成功する・
…のあとを継承する",0
82,answer,答える・返事をする・返事・答え・解答,0
83,talk,語る・話す・話,0
84,run,走る・…を経営する,0
85,stand,立つ,0
86,spend,（金など）を使う・費やす・（時）を過ごす,0
87,understand,…を理解する,0
88,remember,…を覚えている・…を思い出す,0
89,mind,…を気にする・…するのが嫌である・心・考え,0
90,expect,…を予期する・…を期待する,0
91,cross,…を横切る・十字架,0
92,carry,…を運ぶ,0
93,jump,飛び上がる・ジャンプ,0
94,lose,…を失う,0
95,smell,"…のにおいがする・におい・
香り",0
96,send,…を送る,0
97,tell,…を話す・…がわかる,0
98,appear,現れる,0
99,decide,…に決める,0
100,arrive,到着する,0
101,reach,…に到着する,0
102,leave,"…を去る・…を残す・
…を～にしておく",0
103,fly,飛ぶ,0
104,attack,…を攻撃する・攻撃,0
105,name,…に名前をつける・名前,0
106,lie,横たわる,0
107,hurry,急ぐ,0
108,drop,下がる・落ちる・しずく,0
109,rise,昇る,0
110,seem,…のように見える,0
111,center,真ん中・中央,0
112,room,部屋・空間,0
113,time,回・…倍,0
114,way,方法・やり方・道,0
115,birth,誕生,0
116,earth,地球・地面・大地,0
117,language,言語,0
118,spring,春・泉,0
119,change,変化・変わる・…を変える,0
120,farm,農場,0
121,neighbor,隣人・近所の人,0
122,accident,事故,0
123,sight,見ること・光景,0
124,opinion,意見,0
125,floor,床・階,0
126,secret,秘密・秘密の,0
127,elder,年上の人・年上の,0
128,fact,事実,0
129,moment,瞬間,0
130,view,景色・意見,0
131,death,死亡,0
132,taste,味・…の味がする,0
133,weather,天気,0
134,energy,エネルギー,0
135,century,世紀・100年間,0
136,truth,真実・真理,0
137,kind,種類・親切な,0
138,tomorrow,明日,0
139,position,立場・地位・位置・場所,0
140,skin,皮・皮膚,0
141,university,大学,0
142,challenge,挑戦・…に挑戦する,0
143,diary,日記,0
144,rest,休息・残り・休む,0
145,north,北,0
146,chance,機会・可能性,0
147,joy,喜び,0
148,forest,森林,0
149,storm,嵐,0
150,scene,景色・場面,0
151,dish,料理・皿,0
152,price,値段,0
153,insect,昆虫,0
154,ocean,大洋,0
155,roof,屋根,0
156,city,都市・市,0
157,hospital,病院,0
158,net,網・ネット,0
159,failure,失敗,0
160,crown,王冠,0
161,spirit,精神・魂,0
162,cheek,頬,0
163,season,季節,0
164,past,過去・過去の,0
165,culture,文化,0
166,tear,涙,0
167,breath,呼吸・息,0
168,leaf,葉,0
169,need,必要・…を必要とする,0
170,sweat,汗,0
171,cloud,雲,0
172,sunshine,日光・日向,0
173,enjoyment,楽しみ,0
174,laughter,笑い,0
175,signal,信号・合図,0
176,heat,熱・暑さ・…を熱する,0
177,lecture,講義,0
178,tool,道具,0
179,envelope,封筒,0
180,free,無料の・自由な,0
181,busy,忙しい,0
182,afraid,恐れて,0
183,rich,豊かな,0
184,kind,親切な,0
185,sad,悲しい,0
186,equal,等しい・平等な,0
187,sick,病気の,0
188,real,本当の,0
189,quiet,静かな,0
190,weak,弱い,0
191,abroad,海外へ・外国で,0
192,right,"正しい・ふさわしい・右の・
まさしく・ちょうど・権利・右",0
193,tired,疲れた,0
194,wet,濡れた,0
195,although,…だけれども,0
196,together,一緒に,0
197,ready,用意ができている,0
198,however,"どんなに…しても・
しかしながら",0
199,alone,一人で,0
200,both,両方の・両方,0
201,empty,空っぽの,0
202,ugly,醜い,0
203,please,…を喜ばせる・どうぞ,0
204,mean,…を意味する,0
205,educate,…を教育する,0
206,communicate,意思の疎通を図る,0
207,pass,（時間が）過ぎる・通り過ぎる,0
208,control,…を支配する,0
209,discover,…を発見する,0
210,face,…に立ち向かう・顔,0
211,lead,…を導く・…をひき起こす,0
212,prepare,…を準備する,0
213,respect,"…を尊敬する・尊敬・
敬意・点",0
214,advance,進歩する・進歩,0
215,promise,…を約束する・約束,0
216,shake,…を振る,0
217,guide,…を導く・ガイド（人・本）,0
218,fear,"…を恐れる・恐れ・心配
…のことを心配する",0
219,spread,…を広げる,0
220,shine,輝く,0
221,gather,集まる・…を集める,0
222,hold,…をつかむ・…を持つ,0
223,climb,…に登る,0
224,hunt,（獣など）を狩る・狩りをする,0
225,order,…を命令する・…を注文する・命令・順序・注文,0
226,realize,…を理解する,0
227,settle,定住する・落ち着く,0
228,suppose,…と仮定する・…と思う,0
229,offer,…を（しようと）申し出る・申し出,0
230,repeat,…を繰り返す,0
231,accept,…を受け入れる,0
232,cost,（金額が）かかる・費用,0
233,express,…を表現する・急行,0
234,trouble,"…に面倒をかける・心配・
面倒・苦労",0
235,separate,…を隔てる,0
236,destroy,…を破壊する,0
237,escape,逃げる,0
238,discuss,…について議論する,0
239,notice,…に気付く・通知,0
240,return,戻る・帰り・返還,0
241,save,…を蓄える・…を救う,0
242,support,…を支える・支持・援助,0
243,appreciate,…に感謝する,0
244,export,…を輸出する・輸出（品）,0
245,stress,"…を強調する・ストレス・
強調",0
246,cancel,…を取り消す,0
247,approach,近づく・接近・通路,0
248,introduce,…を導入する・…を紹介する,0
249,hurt,…を傷つける,0
250,judge,…を判断する,0
251,sail,航海する・帆,0
252,pick,"…を選ぶ・
…を（ひとつひとつ）摘む",0
253,surprise,…を驚かす・驚き,0
254,impress,"…を印象づける・
…に感銘を与える",0
255,develop,"…を開発する・
…を発達させる",0
256,cause,…を引き起こす・…の原因となる・原因・理由,0
257,report,…を報じる・報告（書）,0
258,invite,…を招待する,0
259,rule,…を支配する・規則・統治,0
260,sink,沈む・（台所などの）流し,0
261,contact,…と連絡をとる・接触・連絡,0
262,improve,向上する・…を改良する,0
263,protect,…を守る・…を保護する,0
264,record,"…を記録する・記録・
レコード",0
265,sound,聞こえる・…と思われる・音,0
266,tire,"…を疲れさせる
…をうんざりさせる",0
267,solve,…を解決する,0
268,lend,…を貸す,0
269,excite,…を興奮させる,0
270,boil,"沸騰する・沸き立つ
…を煮る・沸騰・煮沸",0
271,explain,…を説明する,0
272,rent,"…を賃借りする・
…を賃貸しする",0
273,share,…を分け合う・…を分担する・分け前・取り分,0
274,forgive,（罪など）を許す,0
275,delight,…を喜ばせる・喜び,0
276,fight,…と戦う,0
277,practice,…を練習する・練習,0
278,regret,…を後悔する・後悔・残念,0
279,stare,見つめる,0
280,melt,溶ける,0
281,contain,…を含む,0
282,consider,…と思う・…をよく考える,0
283,scream,金切り声を上げる,0
284,last,続く・持ちこたえる・最後の・最後に,0
285,unless,…でないかぎり,0
286,repair,…を修理する,0
287,faint,気を失う・かすかな,0
288,social,社会の・社会的な,0
289,traffic,交通,0
290,information,情報,0
291,program,番組・計画・予定,0
292,waste,くず・廃棄物・浪費・浪費する,0
293,danger,危険,0
294,anger,怒り,0
295,ability,能力,0
296,period,時期・時代,0
297,temperature,温度,0
298,conversation,会話,0
299,interest,"関心・興味・
…の興味をかきたてる",0
300,surface,表面,0
301,democracy,民主主義,0
302,climate,気候,0
303,plant,"工場・植物・
（植物）を植える",0
304,distance,距離,0
305,increase,増加・高騰・増加する,0
306,literature,文学,0
307,science,科学,0
308,crowd,群集,0
309,exercise,"運動・練習・運動する・
…を訓練する",0
310,doubt,疑い,0
311,adventure,冒険,0
312,hunger,飢え・空腹,0
313,stranger,見知らぬ人,0
314,field,野原・畑・分野・領域,0
315,treasure,宝物,0
316,enemy,敵,0
317,religion,宗教,0
318,knee,ひざ,0
319,variety,多様（性）,0
320,condition,状態,0
321,branch,枝,0
322,pleasure,楽しみ・喜び,0
323,habit,習慣・癖,0
324,supply,供給・…を供給する,0
325,vote,投票・…を投票する,0
326,custom,習慣・慣習,0
327,lawyer,弁護士・法律家,0
328,belief,信念・確信,0
329,passenger,乗客,0
330,situation,状況・立場,0
331,border,国境・境界,0
332,nation,国家・国民,0
333,strength,強さ・力,0
334,peaceful,平和な・穏やかな,0
