1,weather,天気，天候,0
2,temperature,温度,0
3,wind,(名)風，(動)巻く,0
4,ray,光線,0
5,view,眺め，見解,0
6,fine,(形)晴れた，立派な，(名)罰金,0
7,calm,(形)穏やかな，(動)落ち着かせる,0
8,answer,(動)～に答える，(名)返事,0
9,approach,～に近づく,0
10,attend,～に出席する,0
11,discuss,～について議論する,0
12,enter,～に入る，入学する,0
13,plant,(名)植物，工場，(動)～を植える,0
14,blossom,(名)花，(動)花開く，栄える,0
15,bloom,(名)花，(動)花開く，栄える,0
16,leaf,葉，(紙の)1枚,0
17,fruit,果実，成果,0
18,pick,(花など)～を摘む，～を拾う,0
19,grow,成長する，～を育てる,0
20,marry,～と結婚する，～を結婚させる,0
21,obey,～に従う,0
22,reach,(動)～に達する，(名)手の届く範囲,0
23,resemble,～に似ている,0
24,survive,～を生き延びる，～をうまくやっていく,0
25,continent,大陸,0
26,area,地域，範囲,0
27,part,(名)部分，役割，(動)～を分ける，離れる,0
28,horizon,地平線,0
29,border,国境，へり,0
30,foreign,外国の，異質な,0
31,apologize,謝罪する,0
32,argue,言い争う，議論する,0
33,complain,不平を言う,0
34,graduate,卒業する,0
35,agree,意見が一致する,0
36,creature,生き物,0
37,tail,尾,0
38,alive,生きている，生き生きして,0
39,bite,～を噛む,0
40,dig,～を掘る，～を掘り出す,0
41,feel,～の感じがする，触ってみる,0
42,smell,(動)～のにおいがする，嗅ぐ，(名)におい,0
43,taste,(動)～の味がする，(名)味,0
44,seem,～のように思われる,0
45,look,(動)～のように見える，(名)外観,0
46,appear,～のように見える，現れる,0
47,sound,(動)～のように聞こえる，(名)音,0
48,population,人口,0
49,generation,世代，発電,0
50,hero,英雄,0
51,right,(名)権利，右，(形)正しい,0
52,village,村,0
53,common,共通の，ありふれた,0
54,public,公共の,0
55,give,～を与える,0
56,lend,～を貸す,0
57,show,～を見せる，示す,0
58,pass,～を手渡す,0
59,society,社会,0
60,culture,文化,0
61,custom,慣習,0
62,tradition,伝統,0
63,rule,規則，原則,0
